51.318897000,9.498038000
51.332628000,9.525504000
51.351501000,9.522757000
51.372080000,9.536490000
51.361792000,9.558463000
51.382367000,9.574942000
51.397792000,9.555716000
51.406359000,9.580435000
51.406359000,9.621634000
51.418351000,9.660086000
51.421776000,9.701285000
51.420063000,9.701285000
51.404646000,9.712271000
51.402932000,9.761710000
51.396078000,9.789175000
51.414925000,9.827628000
51.435476000,9.844107000
51.461152000,9.860587000
51.490234000,9.871573000
51.522715000,9.879813000
51.544926000,9.879813000
51.563711000,9.882559000
51.582488000,9.912772000
51.608082000,9.907278000
51.640479000,9.918265000
51.666039000,9.915518000
51.691585000,9.931998000
51.718819000,9.940237000
51.734130000,9.962210000
51.740934000,9.997916000
51.759638000,10.017142000
51.776635000,10.030875000
51.791927000,10.061087000
51.807214000,10.099539000
51.832680000,10.113272000
51.854739000,10.127005000
51.888655000,10.132498000
51.917464000,10.140738000
51.951333000,10.143485000
51.980101000,10.148978000
52.015613000,10.168204000
52.044340000,10.176443000
52.071361000,10.195670000
52.103426000,10.184683000
52.123666000,10.214896000
52.137155000,10.253348000
52.138840000,10.300040000
52.143897000,10.341238000
52.148954000,10.382437000
52.147268000,10.418143000
52.147268000,10.475821000
52.148954000,10.495047000
52.165804000,10.500540000
52.180963000,10.519766000
52.207901000,10.530753000
52.238187000,10.530753000
52.261728000,10.530753000
52.281896000,10.533499000
